Vehicle Make;Vehicle Model;Vehicle Description;Vehicle Price including VAT;Vehicle Kind;Vehicle CO2;Fuel Type;Maximum Weight
AU;Q073001B4A8DU7E;AUDI Q7             Busin 3,0 V6TDI 200kW quattro tiptronic ;7.545E+11;V;149;D;2765
FO;FIE15TI15M6DH7F;FORD FIESTA         1,5 TDCi 85hv M6 Titanium 5ov           ;1.809E+11;V;89;D;1680
ME;SPR300804M6DV7F;MERCEDES-BENZ SPRINT319CDI 4x4-3,55/43K pitk� A3            ;6.66E+11;U;0;D;3550
LR;DSP200005A9DU7G;LAND ROVER DISCOVERY2,0 TD4 150 HSE Luxury Aut              ;5.635E+11;V;139;D;2505
LR;DSP200005M6DU7G;LAND ROVER DISCOVERY2,0 TD4 150 HSE Luxury 5+2              ;5.531E+11;V;139;D;2660
BM;F22200002A0DE7G;BMW 2-SARJA         F23 Cabriolet 220d A                    ;4.084E+11;V;108;D;2025
VW;AMA30HIE4A0DP7F;VOLKSWAGEN AMAROK   DC High 3,0TDI 150kWAut 4MOT 2920kg     ;4.087E+11;V;211;D;2920
VW;GOF20COE4M6DH7F;VOLKSWAGEN GOLF     Comf 2,0TDI 110 kW                      ;2.477E+11;V;109;D;1890
VW;GOF2001C4M6DH7F;VOLKSWAGEN GOLF     Comf 2,0TDI 110 kW 4MOT                 ;2.619E+11;V;127;D;1970
M2;COU200305A0BU7G;MINI COUNTRYMAN     Cooper S ALL4 A Business                ;3.371E+11;V;146;B;0
M2;CAB150002M6BE7G;MINI CABRIO         Cooper                                  ;2.557E+11;V;114;B;1670
M2;CAB150002A6BE7G;MINI CABRIO         Cooper A                                ;2.735E+11;V;119;B;1695
M2;CLU200606A8DW7G;MINI CLUBMAN        Cooper SD ALL4 A                        ;3.24E+11;V;126;D;2055
FO;MOD200004P0BZ7A;FORD MONDEO         2,0 187hv eCVT Titanium Business HEV 4D ;3.41E+11;V;99;B;0
FO;MOD200104P0BZ7A;FORD MONDEO         2,0 187hv eCVT Titanium HEV 4D          ;3.336E+11;V;99;B;0
TO;HIL240004M6DP7F;TOYOTA HILUX        DoCab 2,4 D-4D 150 4WD Workhorse        ;3.22E+11;V;185;D;3210
TO;HIL24ACE2M6DP7F;TOYOTA HILUX        Extra Cab 2,4 D-4D 150 4WD Active       ;3.451E+11;U;185;D;3150
TO;HIL24LIE2M6DP7F;TOYOTA HILUX        Extra Cab 2,4 D-4D 150 4WD Life         ;3.11E+11;U;185;D;3150
TO;PRP18ACE5P0BM7F;TOYOTA PRIUS+       Active                                  ;3.683E+11;V;95;B;2115
TO;PRP18LIE5P0BM7F;TOYOTA PRIUS+       Life                                    ;3.521E+11;V;95;B;2115
M2;COU200205M0BU7G;MINI COUNTRYMAN     Cooper S ALL4 Business                  ;3.162E+11;V;159;B;0
M2;COU200305M0BU7G;MINI COUNTRYMAN     Cooper S Business                       ;2.966E+11;V;141;B;0
M2;CAB150102A6BE7G;MINI CABRIO         Cooper A Business                       ;2.775E+11;V;119;B;1695
M2;CAB150102M6BE7G;MINI CABRIO         Cooper Business                         ;2.598E+11;V;114;B;1670
M2;CAB150002M6DE7G;MINI CABRIO         Cooper D                                ;2.69E+11;V;100;D;1710
M2;CLU200706A8DW7G;MINI CLUBMAN        Cooper SD ALL4 A Business               ;3.32E+11;V;126;D;2055
M2;CLU200806A8DW7G;MINI CLUBMAN        Cooper SD ALL4 A Business Plus          ;3.336E+11;V;126;D;2055
M2;CLU200406M6DW7G;MINI CLUBMAN        Cooper SD Business                      ;2.918E+11;V;119;D;1960
TO;PRP18PRM5P0BM7F;TOYOTA PRIUS+       Premium                                 ;4.133E+11;V;101;B;2115
TO;RAV20ACE5M6DU7F;TOYOTA RAV4         2,0 D-4D FWD Active                     ;2.946E+11;V;123;D;2135
TO;RAV20LIE5M6DU7F;TOYOTA RAV4         2,0 D-4D FWD Life                       ;2.642E+11;V;123;D;2135
TO;RAV20ACE5M6BU7F;TOYOTA RAV4         2,0 Valvematic AWD Active               ;2.91E+11;V;155;B;2100
TO;RAV20ACE5P0BU7F;TOYOTA RAV4         2,0 Valvematic AWD Active Multidrive S  ;3.064E+11;V;149;B;2110
M2;COU150405A0BU7G;MINI COUNTRYMAN     Cooper S E ALL4 Business                ;3.82E+11;V;49;B;0
M2;COU200405A0DU7G;MINI COUNTRYMAN     Cooper SD A                             ;3.299E+11;V;121;D;0
M2;CAB150002A6DE7G;MINI CABRIO         Cooper D A                              ;2.868E+11;V;104;D;1730
M2;CAB150102A6DE7G;MINI CABRIO         Cooper D A Business                     ;2.91E+11;V;104;D;1730
M2;CLU200506M6DW7G;MINI CLUBMAN        Cooper SD Business Plus                 ;2.934E+11;V;119;D;1960
M2;CLU200006M0BW7G;MINI CLUBMAN        JCW ALL4                                ;3.471E+11;V;168;B;0
M2;CLU200006A0BW7G;MINI CLUBMAN        JCW ALL4 A                              ;3.691E+11;V;154;B;0
M2;COU150005M0BU7G;MINI COUNTRYMAN     Cooper                                  ;2.615E+11;V;126;B;0
TO;RAV200005P0BU7F;TOYOTA RAV4         2,0 Valvematic AWD Business Multidrive S;2.991E+11;V;149;B;2110
TO;HIL24ACE4M6DP7F;TOYOTA HILUX        DoCab 2,4 D-4D 150 4WD Active           ;3.758E+11;V;178;D;3210
TO;HIL24ACE4M0DP7F;TOYOTA HILUX        DoCab 2,4 D-4D 150 4WD Active 2-paikkain;3.758E+11;U ;178;D;3210
TO;HIL24ACE4A6DP7F;TOYOTA HILUX        DoCab 2,4 D-4D 150 4WD Active Autom     ;3.938E+11;V;189;D;3210
TO;HIL2401A4A6DP7F;TOYOTA HILUX        DoCab 2,4 D-4D 150 4WD Active Autom 2-pa;3.938E+11;U;189;D;3210
M2;COU200505A0DU7G;MINI COUNTRYMAN     Cooper SD A Business                    ;3.404E+11;V;121;D;0
M2;COU200605A0DU7G;MINI COUNTRYMAN     Cooper SD ALL4 A                        ;3.499E+11;V;129;D;0
M2;CAB150102M6DE7G;MINI CABRIO         Cooper D Business                       ;2.732E+11;V;100;D;1710
M2;CAB200002M6BE7G;MINI CABRIO         Cooper S                                ;2.906E+11;V;139;B;1745
M2;COU150005A0BU7G;MINI COUNTRYMAN     Cooper A                                ;2.803E+11;V;126;B;0
M2;COU150105A0BU7G;MINI COUNTRYMAN     Cooper A Business                       ;2.908E+11;V;126;B;0
TO;HIL24LIE4M6DP7F;TOYOTA HILUX        DoCab 2,4 D-4D 150 4WD Life             ;3.4E+11;V;185;D;3219
TO;HIL2401L4M6DP7F;TOYOTA HILUX        DoCab 2,4 D-4D 150 4WD Life 2-paikkainen;3.347E+11;U;185;D;3210
TO;HIL24PRM4M6DP7F;TOYOTA HILUX        DoCab 2,4 D-4D 150 4WD Premium          ;4.02E+11;V;178;D;3210
TO;HIL24PRM4M0DP7F;TOYOTA HILUX        DoCab 2,4 D-4D 150 4WD Premium 2-paikkai;4.02E+11;U;178;D;3210
TO;HIL24PRM4A6DP7F;TOYOTA HILUX        DoCab 2,4 D-4D 150 4WD Premium Autom    ;4.2E+11;V;189;D;3210
M2;COU200705A0DU7G;MINI COUNTRYMAN     Cooper SD ALL4 A Business               ;3.603E+11;V;129;D;0
M2;COU200405M0BU7G;MINI COUNTRYMAN     JCW ALL4                                ;3.7773E+11;V;169;B;0
M2;COU200405A0BU7G;MINI COUNTRYMAN     JCW ALL4 A                              ;3.9973E+11;V;158;B;0
M2;CAB200002A6BE7G;MINI CABRIO         Cooper S A                              ;3.084E+11;V;131;B;1765
M2;CAB200102A6BE7G;MINI CABRIO         Cooper S A Business                     ;3.123E+11;V;131;B;1765
M2;CAB200102M6BE7G;MINI CABRIO         Cooper S Business                       ;2.944E+11;V;139;B;1745
M2;COU150105M0BU7G;MINI COUNTRYMAN     Cooper ALL4                             ;2.815E+11;V;139;B;0
M2;COU150205A0BU7G;MINI COUNTRYMAN     Cooper ALL4 A                           ;3.019E+11;V;136;B;0
TO;HIL2401P4A6DP7F;TOYOTA HILUX        DoCab 2,4 D-4D 150 4WD Premium Autom 2-p;4.2E+11;U;189;D;3210
RE;MAS230002M6DV7F;RENAULT MASTER      dCi 145 TwinTurbo L2alusta              ;3.2355E+11;U;192;D;3500
AU;A4A200005A7DW7F;AUDI A4 ALLROAD QUATLand of quatt Edit 2,0TDI 120kW Stron   ;3.994E+11;V;128;D;2245
AU;A4A200105A7DW7F;AUDI A4 ALLROAD QUATLand of quatt Edit 2,0TDI 140kW Stron   ;4.313E+11;V;128;D;2245
M2;MIH150105M6DH7G;MINI HATCHBACK      5-ovinen Cooper D Business              ;2.427E+11;V;95;D;1720
M2;MIH150205M6DH7G;MINI HATCHBACK      5-ovinen Cooper D Business Plus         ;2.444E+11;V;95;D;1720
M2;CAB200202M6BE7G;MINI CABRIO         JCW                                     ;3.5035E+11;V;152;B;1770
M2;CAB200202A6BE7G;MINI CABRIO         JCW A                                   ;3.6975E+11;V;138;B;1785
M2;CLU150006M6BW7G;MINI CLUBMAN        Cooper                                  ;2.356E+11;V;118;B;1870
M2;CLU150006A6BW7G;MINI CLUBMAN        Cooper A                                ;2.544E+11;V;118;B;1890
M2;COU150305A0BU7G;MINI COUNTRYMAN     Cooper ALL4 A Business                  ;3.121E+11;V;136;B;0
M2;COU150205M0BU7G;MINI COUNTRYMAN     Cooper ALL4 Business                    ;2.915E+11;V;139;B;0
AU;A4A200005A7BW7F;AUDI A4 ALLROAD QUATLand of quatt Edit 2,0TFSI 185kW Stron  ;4.633E+11;V;147;B;2130
AU;A4A300005A7DW7F;AUDI A4 ALLROAD QUATLand of quatt Edit 3,0TDI 160kW Stron   ;4.853E+11;V;137;D;2280
AU;A4A300005A8DW7F;AUDI A4 ALLROAD QUATLand of quatt Edit 3,0TDI 200kW tiptroni;5.423E+11;V;139;D;2320
M2;MIH150005M6BH7G;MINI HATCHBACK      5-ovinen Cooper                         ;2.251E+11;V;109;B;1670
M2;MIH150005A6BH7G;MINI HATCHBACK      5-ovinen Cooper A                       ;2.429E+11;V;111;B;1700
M2;MIH150105A6BH7G;MINI HATCHBACK      5-ovinen Cooper A Business Automatic    ;2.47E+11;V;111;B;1700
M2;CLU150106A6BW7G;MINI CLUBMAN        Cooper A Business                       ;2.626E+11;V;118;B;1890
M2;CLU150206A6BW7G;MINI CLUBMAN        Cooper A Business Plus                  ;2.642E+11;V;118;B;1890
M2;CLU150106M6BW7G;MINI CLUBMAN        Cooper Business                         ;2.438E+11;V;118;B;1870
M2;COU150305M0BU7G;MINI COUNTRYMAN     Cooper Business                         ;2.72E+11;V;126;B;0
M2;COU200005M0DU7G;MINI COUNTRYMAN     Cooper D                                ;2.74E+11;V;113;D;0
VW;GOF20ALK4A7DW7F;VOLKSWAGEN GOLF     Variant Alltrack 2,0TDI 135 kW 4MOT DSG ;3.25E+11;V;137;D;2090
VW;GOF10COE4M6BW7F;VOLKSWAGEN GOLF     Variant Comf 1,0TSI 81 kW               ;2.155E+11;V;112;B;1850
VW;GOF10COE4A7BW7F;VOLKSWAGEN GOLF     Variant Comf 1,0TSI 81 kW DSG           ;2.31E+11;V;110;B;1860
M2;MIH150205M6BH7G;MINI HATCHBACK      5-ovinen Cooper Business Plus           ;2.308E+11;V;109;B;1670
M2;MIH150005M6DH7G;MINI HATCHBACK      5-ovinen Cooper D                       ;2.384E+11;V;95;D;1720
M2;CLU150206M6BW7G;MINI CLUBMAN        Cooper Business Plus                    ;2.454E+11;V;118;B;1870
M2;CLU200006M6DW7G;MINI CLUBMAN        Cooper D                                ;2.481E+11;V;109;D;1910
M2;CLU200006A8DW7G;MINI CLUBMAN        Cooper D A                              ;2.685E+11;V;109;D;1945
M2;COU200005A0DU7G;MINI COUNTRYMAN     Cooper D A                              ;2.944E+11;V;115;D;0
M2;COU200105A0DU7G;MINI COUNTRYMAN     Cooper D A Business                     ;3.052E+11;V;115;D;0
VW;GOF16COE4M5DW7F;VOLKSWAGEN GOLF     Variant Comf 1,6TDI 85 kW               ;2.443E+11;V;106;D;1930
VW;GOF16COE4A7DW7F;VOLKSWAGEN GOLF     Variant Comf 1,6TDI 85 kW DSG           ;2.619E+11;V;103;D;1940
VW;GOF20COE4M6DW7F;VOLKSWAGEN GOLF     Variant Comf 2,0TDI 110 kW              ;2.583E+11;V;111;D;1970
M2;CLU200106A8DW7G;MINI CLUBMAN        Cooper D A Business                     ;2.769E+11;V;109;D;1945
M2;CLU200206A8DW7G;MINI CLUBMAN        Cooper D A Business Plus                ;2.785E+11;V;109;D;1945
M2;CLU200106M6DW7G;MINI CLUBMAN        Cooper D Business                       ;2.565E+11;V;109;D;1910
M2;COU200105M0DU7G;MINI COUNTRYMAN     Cooper D ALL4                           ;2.94E+11;V;127;D;0
M2;COU200205A0DU7G;MINI COUNTRYMAN     Cooper D ALL4 A                         ;3.144E+11;V;126;D;0
M2;COU200305A0DU7G;MINI COUNTRYMAN     Cooper D ALL4 A Business                ;3.248E+11;V;126;D;0
VW;GOF20GTD4M6DW7F;VOLKSWAGEN GOLF     Variant GTD 2,0TDI 135 kW               ;3.03E+11;V;124;D;1990
VW;GOF20GTD4A7DW7F;VOLKSWAGEN GOLF     Variant GTD 2,0TDI 135 kW DSG           ;3.144E+11;V;125;D;2020
M2;MIH150205A6BH7G;MINI HATCHBACK      5-ovinen Cooper A Business Plus         ;2.486E+11;V;111;B;1700
M2;MIH150105M6BH7G;MINI HATCHBACK      5-ovinen Cooper Business                ;2.292E+11;V;109;B;1670
M2;CLU200206M6DW7G;MINI CLUBMAN        Cooper D Business Plus                  ;2.581E+11;V;109;D;1910
M2;CLU200006M6BW7G;MINI CLUBMAN        Cooper S                                ;2.607E+11;V;144;B;1930
M2;COU200205M0DU7G;MINI COUNTRYMAN     Cooper D ALL4 Business                  ;3.044E+11;V;127;D;0
M2;COU200305M0DU7G;MINI COUNTRYMAN     Cooper D Business                       ;2.849E+11;V;113;D;0
VW;GOF15HIE4A7BW7F;VOLKSWAGEN GOLF     Variant High 1,5TSI EVO 110 kW DSG      ;2.868E+11;V;112;B;1910
VW;GOF16HIE4A7DW7F;VOLKSWAGEN GOLF     Variant High 1,6TDI 85 kW DSG           ;2.857E+11;V;103;D;1940
VW;GOF20HIE4A7DW7F;VOLKSWAGEN GOLF     Variant High 2,0TDI 110 kW DSG          ;2.918E+11;V;114;D;1880
VW;GOF200004A7BW7F;VOLKSWAGEN GOLF     Variant R 2,0TSI 228kW 4MOT DSG         ;4.099E+11;V;164;B;2110
M2;MIH150005A6DH7G;MINI HATCHBACK      5-ovinen Cooper D A                     ;2.562E+11;V;99;D;1735
M2;MIH150105A6DH7G;MINI HATCHBACK      5-ovinen Cooper D A Business Automatic  ;2.604E+11;V;99;D;1735
M2;MIH150205A6DH7G;MINI HATCHBACK      5-ovinen Cooper D A Business Plus       ;2.62E+11;V;99;D;1735
M2;CLU200006A8BW7G;MINI CLUBMAN        Cooper S A                              ;2.811E+11;V;134;B;1960
M2;CLU200106A8BW7G;MINI CLUBMAN        Cooper S A Business                     ;2.889E+11;V;134;B;1960
M2;COU200005M0BU7G;MINI COUNTRYMAN     Cooper S                                ;2.866E+11;V;141;B;0
M2;COU200005A0BU7G;MINI COUNTRYMAN     Cooper S A                              ;3.07E+11;V;137;B;0
VW;GOF10TRE4M5BW7F;VOLKSWAGEN GOLF     Variant Trend 1,0TSI63 kW               ;1.907E+11;V;109;B;1830
VW;GOF16TRE4M5DW7F;VOLKSWAGEN GOLF     Variant Trend 1,6TDI66 kW               ;2.068E+11;V;106;D;1920
VW;GOF15HIE4A7BH7F;VOLKSWAGEN GOLF     High 1,5TSI EVO 110 kW DSG              ;2.724E+11;V;112;B;1810
VW;GOF16HIE4A7DH7F;VOLKSWAGEN GOLF     High 1,6TDI 85 kW DSG                   ;2.736E+11;V;102;D;1860
M2;MIH200005M6BH7G;MINI HATCHBACK      5-ovinen Cooper S                       ;2.6E+11;V;136;B;1750
M2;MIH200005A6BH7G;MINI HATCHBACK      5-ovinen Cooper S A                     ;2.778E+11;V;125;B;1770
M2;CLU200206A8BW7G;MINI CLUBMAN        Cooper S A Business Plus                ;2.904E+11;V;134;B;1960
M2;CLU200106M6BW7G;MINI CLUBMAN        Cooper S ALL4                           ;2.807E+11;V;159;B;2030
M2;CLU200306A8BW7G;MINI CLUBMAN        Cooper S ALL4 A                         ;3.011E+11;V;146;B;2050
M2;COU200105A0BU7G;MINI COUNTRYMAN     Cooper S A Business                     ;3.171E+11;V;137;B;0
M2;COU200105M0BU7G;MINI COUNTRYMAN     Cooper S ALL4                           ;3.066E+11;V;159;B;0
M2;COU200205A0BU7G;MINI COUNTRYMAN     Cooper S ALL4 A                         ;3.274E+11;V;146;B;0
VW;GOF2001H4A7DH7F;VOLKSWAGEN GOLF     High 2,0TDI 110 kW DSG                  ;2.802E+11;V;114;D;1920
VW;GOF200004A7BH7F;VOLKSWAGEN GOLF     R 2,0TSI 228 kW 4MOTDSG                 ;4.004E+11;V;163;B;2020
VW;GOF10TRE4M5BH7F;VOLKSWAGEN GOLF     Trend 1,0TSI 63 kW                      ;1.786E+11;V;108;B;1750
VW;GOF16TRE4M5DH7F;VOLKSWAGEN GOLF     Trend 1,6TDI 66 kW                      ;1.942E+11;V;106;D;1840
VW;GOF18ALK4A6BW7F;VOLKSWAGEN GOLF     Variant Alltrack 1,8TSI 132 kW 4MOT DSG ;3.102E+11;V;156;B;2040
LR;DSP200105A9DU7G;LAND ROVER DISCOVERY2,0 TD4 150 HSE Luxury Aut 5+2          ;5.776E+11;V;139;D;2660
LR;DSP200105M6DU7G;LAND ROVER DISCOVERY2,0 TD4 150 PURE                        ;3.71E+11;V;134;D;2505
LR;DSP200205M6DU7G;LAND ROVER DISCOVERY2,0 TD4 150 PURE 5+2                    ;3.883E+11;V;139;D;2660
LR;DSP200205A9DU7G;LAND ROVER DISCOVERY2,0 TD4 150 PURE Aut                    ;3.835E+11;V;139;D;2505
M2;CLU200406A8BW7G;MINI CLUBMAN        Cooper S ALL4 A Business                ;3.086E+11;V;146;B;2050
M2;CLU200506A8BW7G;MINI CLUBMAN        Cooper S ALL4 A Business Plus           ;3.101E+11;V;146;B;2050
M2;CLU200206M6BW7G;MINI CLUBMAN        Cooper S ALL4 Business                  ;2.88E+11;V;159;B;2030
VW;AMA3001H4A8DP7F;VOLKSWAGEN AMAROK   DC High 3,0TDI 150kWAut 4MOT 3080kg     ;4.113E+11;V;211;D;3080
VW;AMA3002H4A8DP7F;VOLKSWAGEN AMAROK   DC High 3,0TDI 150kWAut 4MOT 3080kg ilm ;4.113E+11;U;211;D;3080
VW;AMA3001H4A0DP7F;VOLKSWAGEN AMAROK   DC High 3,0TDI 165kWAut 4MOT 2920kg     ;4.172E+11;V;212;D;2920
VW;AMA30COE4A0DP7F;VOLKSWAGEN AMAROK   DC Comf 3,0TDI 150kWAut 4MOT 2920kg     ;3.814E+11;V;211;D;2920
VW;AMA30COE4A8DP7F;VOLKSWAGEN AMAROK   DC Comf 3,0TDI 150kWAut 4MOT 3080kg     ;3.84E+11;V;211;D;3080
VW;GOF20ALK4M6DW7F;VOLKSWAGEN GOLF     Variant Alltrack 2,0TDI 110 kW 4MOT     ;2.946E+11;V;133;D;2050
VW;GOF000004A1SH7F;VOLKSWAGEN GOLF     e-Golf 100 kW136 hv automaatti          ;4.123E+11;V;0;E;2020
VW;GOF20GTD4M6DH7F;VOLKSWAGEN GOLF     GTD 2,0TDI 135 kW                       ;2.927E+11;V;119;D;1910
VW;GOF20GTD4A7DH7F;VOLKSWAGEN GOLF     GTD 2,0TDI 135 kW DSG                   ;3.06E+11;V;118;D;1930
LR;DSP200305A9DU7G;LAND ROVER DISCOVERY2,0 TD4 150 PURE Aut5+2                 ;4.008E+11;V;139;D;2660
LR;DSP20SEE5M6DU7G;LAND ROVER DISCOVERY2,0 TD4 150 SE                          ;4.22E+11;V;134;D;2505
LR;DSP2001S5M6DU7G;LAND ROVER DISCOVERY2,0 TD4 150 SE 5+2                      ;4.361E+11;V;139;D;2660
M2;CLU200306M6BW7G;MINI CLUBMAN        Cooper S ALL4 Business Plus             ;2.894E+11;V;159;B;2030
M2;CLU200406M6BW7G;MINI CLUBMAN        Cooper S Business                       ;2.683E+11;V;144;B;1930
M2;CLU200506M6BW7G;MINI CLUBMAN        Cooper S Business Plus                  ;2.698E+11;V;144;B;1930
VW;AMA3001C4A8DP7F;VOLKSWAGEN AMAROK   DC Comf 3,0TDI 150kWAut 4MOT 3080kg ilm ;3.84E+11;U;211;D;3080
VW;AMA3003H4A8DP7F;VOLKSWAGEN AMAROK   DC High 3,0TDI 165kWAut 4MOT 3080kg     ;4.198E+11;V;212;D;3080
VW;AMA30TRE4M0DP7F;VOLKSWAGEN AMAROK   DC Trend 3,0TDI 120kW 4MOT 3080kg       ;3.561E+11;V;227;D;3080
VW;AMA3001T4M0DP7F;VOLKSWAGEN AMAROK   DC Trend 3,0TDI 120kW 4MOT 3080kg ilm ta;3.561E+11;U;223;D;3080
VW;AMA30TRO4M0DP7F;VOLKSWAGEN AMAROK   DC Trend PRO 3,0TDI 120kW 4MOT 3080kg   ;3.187E+11;V;227;D;3080
VW;GOF140004A6BH7F;VOLKSWAGEN GOLF     GTE Plug-In Hybrid 150 kW204 hv DSG     ;3.984E+11;V;36;B;2040
VW;GOF20GTI4M6BH7F;VOLKSWAGEN GOLF     GTI 2,0TSI 169 kW                       ;2.82E+11;V;148;B;1860
VW;GOF20GTI4A6BH7F;VOLKSWAGEN GOLF     GTI 2,0TSI 169 kW DSG                   ;2.94E+11;V;148;B;1880
VW;GOF200104A7BH7F;VOLKSWAGEN GOLF     GTI Performance 2,0TSI 180 kW245 hv DSG ;3.056E+11;V;144;B;1900
LR;DSP20SEE5A9DU7G;LAND ROVER DISCOVERY2,0 TD4 150 SE Aut                      ;4.455E+11;V;139;D;2505
LR;DSP2001S5A9DU7G;LAND ROVER DISCOVERY2,0 TD4 150 SE Aut 5+2                  ;4.596E+11;V;139;D;2660
LR;DSP20HSE5A9DU7G;LAND ROVER DISCOVERY2,0 TD4 180 HSE Aut                     ;5.245E+11;V;139;D;2505
LR;DSP2001H5A9DU7G;LAND ROVER DISCOVERY2,0 TD4 180 HSE Aut 5+2                 ;5.386E+11;V;139;D;2660
M2;CLU200306M6DW7G;MINI CLUBMAN        Cooper SD                               ;2.836E+11;V;119;D;1960
M2;CLU200306A8DW7G;MINI CLUBMAN        Cooper SD A                             ;3.04E+11;V;114;D;1980
VW;AMA3002T4M0DP7F;VOLKSWAGEN AMAROK   DC Trend PRO 3,0TDI 120kW 4MOT 3080kg il;3.187E+11;U;223;D;3080
TO;RAV25ACE5P0BU7F;TOYOTA RAV4         2,5 Hybrid AWD Active                   ;3.77E+11;V;117;B;2270
TO;RAV250005P0BU7F;TOYOTA RAV4         2,5 Hybrid AWD Business                 ;3.595E+11;V;117;B;2270
TO;RAV25PRM5P0BU7F;TOYOTA RAV4         2,5 Hybrid AWD Premium                  ;4.35E+11;V;118;B;2270
TO;RAV250105P0BU7F;TOYOTA RAV4         2,5 Hybrid AWD Premium Business         ;4.102E+11;V;118;B;2270
TO;RAV25STE5P0BU7F;TOYOTA RAV4         2,5 Hybrid AWD Style                    ;3.936E+11;V;118;B;2270
VW;GOF10COE4M6BH7F;VOLKSWAGEN GOLF     Comf 1,0TSI 81 kW                       ;2.047E+11;V;109;B;1750
VW;GOF10COE4A7BH7F;VOLKSWAGEN GOLF     Comf 1,0TSI 81 kW DSG                   ;2.212E+11;V;107;B;1770
LR;DSP200605A9DU7G;LAND ROVER DISCOVERY2,0 TD4 180 HSE Luxury Aut              ;5.865E+11;V;139;D;2505
LR;DSP200705A9DU7G;LAND ROVER DISCOVERY2,0 TD4 180 HSE Luxury Aut 5+2          ;6.006E+11;V;139;D;2660
LR;DSP2004S5A9DU7G;LAND ROVER DISCOVERY2,0 TD4 180 SE Aut                      ;4.685E+11;V;139;D;2505
LR;DSP2005S5A9DU7G;LAND ROVER DISCOVERY2,0 TD4 180 SE Aut 5+2                  ;4.826E+11;V;139;D;2660
M2;CLU200406A8DW7G;MINI CLUBMAN        Cooper SD A Business                    ;3.123E+11;V;114;D;1980
M2;CLU200506A8DW7G;MINI CLUBMAN        Cooper SD A BusinessPlus                ;3.139E+11;V;114;D;1980
TO;RAV250205P0BU7F;TOYOTA RAV4         2,5 Hybrid AWD StyleBusiness Blue       ;3.814E+11;V;118;B;2270
TO;RAV250305P0BU7F;TOYOTA RAV4         2,5 Hybrid AWD StyleBusiness Silver     ;3.814E+11;V;118;B;2270
TO;RAV2501A5P0BU7F;TOYOTA RAV4         2,5 Hybrid FWD Active                   ;3.473E+11;V;115;B;2205
TO;RAV250405P0BU7F;TOYOTA RAV4         2,5 Hybrid FWD Business                 ;3.309E+11;V;115;B;2205
VW;GOF16COE4M5DH7F;VOLKSWAGEN GOLF     Comf 1,6TDI 85 kW                       ;2.328E+11;V;106;D;1840
VW;GOF16COE4A7DH7F;VOLKSWAGEN GOLF     Comf 1,6TDI 85 kW DSG                   ;2.496E+11;V;102;D;1860
PE;BOX20L3X2M6DV7G;PEUGEOT BOXER       335 L3 BlueHDi 130 alustaohjaamo        ;3.275E+11;U;163;D;3500
PE;BOX2001L2M6DV7G;PEUGEOT BOXER       335 L3 BlueHDi 163 alustaohjaamo        ;3.47E+11;U;163;D;3500
PE;BOX22L3X2M6DV7G;PEUGEOT BOXER       335 L3 HDi 130 FAP alustaohjaamo        ;2.737E+11;U;229;D;3500
PE;BOX22L3X4M6DV7G;PEUGEOT BOXER       335 L3 HDi 130 FAP jatko-ohjaamoalusta  ;3.325E+11;U;229;D;3500
M2;MIH120103M6BH7G;MINI HATCHBACK      One 102 hv Business                     ;1.97E+11;V;109;B;1570
M2;MIH150303M6DH7G;MINI HATCHBACK      One D                                   ;2.087E+11;V;89;D;1595
M2;MIH150403M6DH7G;MINI HATCHBACK      One D Business                          ;2.13E+11;V;89;D;1595
PE;BOX2201L2M6DV7G;PEUGEOT BOXER       335 L3 HDi 130 FAP Tehdaslava           ;3.037E+11;U;195;D;3500
PE;BOX2202L2M6DV7G;PEUGEOT BOXER       335 L3 HDi 150 FAP alustaohjaamo        ;2.876E+11;U;229;D;3500
PE;BOX2206L4M6DV7G;PEUGEOT BOXER       335 L3 HDi 150 FAP jatko-ohjaamoalusta  ;3.425E+11;U;229;D;3500
PE;BOX2203L2M6DV7G;PEUGEOT BOXER       335 L3 HDi 150 FAP Tehdaslava           ;3.176E+11;U;195;D;3500
PE;BOX200004M6DV7G;PEUGEOT BOXER       335 L3H2 BlueHDi 130                    ;3.34E+11;U;163;D;3500
M2;MIH200105M6DH7G;MINI HATCHBACK      5-ovinen Cooper SD Business             ;2.703E+11;V;109;D;1755
M2;MIH200205M6DH7G;MINI HATCHBACK      5-ovinen Cooper SD Business Plus        ;2.719E+11;V;109;D;1755
LR;DSP200305M6DU7G;LAND ROVER DISCOVERY2,0 TD4 150 E-Capability PURE           ;3.745E+11;V;129;D;2505
LR;DSP20HSE5M6DU7G;LAND ROVER DISCOVERY2,0 TD4 150 HSE                         ;4.78E+11;V;134;D;2505
LR;DSP2001H5M6DU7G;LAND ROVER DISCOVERY2,0 TD4 150 HSE 5+2                     ;4.921E+11;V;139;D;2660
PE;3081201A5A6BW7G;PEUGEOT 308         SW Active PureTech 130 Automaatti       ;2.1532E+11;V;106;B;1855
PE;30816ALE5M6DW7G;PEUGEOT 308         SW Allure BlueHDi 120                   ;2.5916E+11;V;88;D;1870
PE;3081602A5M6DW7G;PEUGEOT 308         SW Allure BlueHDi 120                   ;2.5561E+11;V;88;D;1870
PE;30816ALE5A6DW7G;PEUGEOT 308         SW Allure BlueHDi 120 Automaatti        ;2.6402E+11;V;99;D;1910
