Vehicle Make;Vehicle Model;Vehicle Description;Vehicle Price including VAT;Vehicle Kind;Vehicle CO2;Fuel Type;Maximum Weight
FO;CTR15TR14M0DV4L;FORD TRANSIT COURIER1,5 TDCi 75hv Trend                     ;1.75E+11;U;103;D;2500
FO;CTR16TR14M0DV4L;FORD TRANSIT COURIER1,6 TDCi 95hv Trend                     ;1.85E+11;U;100;D;2500
FO;TCR10TI15M0BM4L;FORD TOURNEO COURIER1,0 EcoBoost 100hv Titanium 5ov         ;1.875E+11;V;115;B;0
FO;TCR10TR15M0BM4L;FORD TOURNEO COURIER1,0 EcoBoost 100hv Trend 5ov            ;1.75E+11;V;115;B;0
FO;TCR15TI15M0DM4L;FORD TOURNEO COURIER1,5 TDCi 75hv Titanium 5ov              ;1.915E+11;V;99;D;0
FO;TCR15TR15M0DM4L;FORD TOURNEO COURIER1,5 TDCi 75hv Trend 5ov                 ;1.79E+11;V;99;D;0
FO;TCR16TI15M0DM4L;FORD TOURNEO COURIER1,6 TDCi 95hv Titanium 5ov              ;2.035E+11;V;100;D;0
FO;TCR16TR15M0DM4L;FORD TOURNEO COURIER1,6 TDCi 95hv Trend 5ov                 ;1.91E+11;V;100;D;0
SZ;VIT160005M5BH5C;SUZUKI VITARA       1,6 VVT 4WD GL+ 5MT                     ;1.8188E+11;V;130;B;1730
SZ;VIT160005A6BH5C;SUZUKI VITARA       1,6 VVT 4WD GL+ 6AT                     ;2.0217E+11;V;131;B;1730
SZ;VIT160105M5BH5C;SUZUKI VITARA       1,6 VVT 4WD GLX 5MT                     ;2.0585E+11;V;130;B;1730
SZ;VIT160105A6BH5C;SUZUKI VITARA       1,6 VVT 4WD GLX 6AT                     ;2.253E+11;V;131;B;1730
JA;XE5200704A8DZ7D;JAGUAR XE           20d Prestige Business Aut               ;3.96E+11;V;109;D;2135
JA;XE5200904A8DZ7D;JAGUAR XE           20d Pure Business Aut                   ;3.78E+11;V;109;D;2135
JA;XE5200B04A8DZ7D;JAGUAR XE           20d R-Sport BusinessAut                 ;4.11E+11;V;111;D;2135
JA;XE520POO4A0BZ7D;JAGUAR XE           20t Portfolio Aut                       ;4.045E+11;V;144;B;2150
JA;XE5200004A0BZ7D;JAGUAR XE           20t Prestige Aut                        ;3.735E+11;V;144;B;2150
JA;XE5200104A0BZ7D;JAGUAR XE           20t Prestige Business Aut               ;3.725E+11;V;144;B;2150
VW;CAV2006T4A7DM7E;VOLKSWAGEN CARAVELLETrendline pitk� 2,0TDI 150kW 4Motion DSG;5.129E+11;V;170;D;3200
VW;CAV2007T4A7DM7E;VOLKSWAGEN CARAVELLETrendline pitk� 2,0TDI 150kW DSG        ;4.813E+11;V;161;D;3080
VW;CAV2003T4M5DM7E;VOLKSWAGEN CARAVELLETrendline pitk� 2,0TDI 62kW             ;3.778E+11;V;158;D;3080
VW;CAV2004T4M5DM7E;VOLKSWAGEN CARAVELLETrendline pitk� 2,0TDI 75kW             ;3.919E+11;V;158;D;3080
VW;TRA200504M0DV7E;VOLKSWAGEN TRANSPORTDopp 3h-takai pit 2,0TDI 150kW 4MOT EU6 ;4.485E+11;V;193;D;3200
VW;TRA200404A0DV7E;VOLKSWAGEN TRANSPORTDopp 3h-takai pit 2,0TDI 150kW DSG EU6  ;4.331E+11;V;178;D;3000
VW;TRA200504A0DV7E;VOLKSWAGEN TRANSPORTDopp 3h-takai pit 2,0TDI 150kW DSG EU6 3;4.44E+11;V;178;D;3200
VW;TRA200604M0DV7E;VOLKSWAGEN TRANSPORTDopp 3h-takai pit 2,0TDI 150kW EU6      ;4.079E+11;V;188;D;3000
VW;TRA200704M0DV7E;VOLKSWAGEN TRANSPORTDopp 3h-takai pit 2,0TDI 150kW EU6 3200k;4.188E+11;V;188;D;3200
VW;TRA200004M5DV7E;VOLKSWAGEN TRANSPORTDopp 3h-takai pit 2,0TDI 75kW EU6       ;3.444E+11;V;169;D;3000
VW;TRA200X04M0DV7E;VOLKSWAGEN TRANSPORTumpipa Pitk� 2,0TDI 150kW 3200kg        ;4.054E+11;U;173;D;3200
VW;TRA200Y04M0DV7E;VOLKSWAGEN TRANSPORTumpipa Pitk� 2,0TDI 150kW 4MOT          ;4.271E+11;U;180;D;3000
VW;TRA200Z04M0DV7E;VOLKSWAGEN TRANSPORTumpipa Pitk� 2,0TDI 150kW 4MOT 3200kg   ;4.38E+11;U;182;D;3200
VW;TRA200M04A0DV7E;VOLKSWAGEN TRANSPORTumpipa Pitk� 2,0TDI 150kW 4MOT DSG      ;4.522E+11;U;175;D;3000
ME;CCL160104M6DZ7E;MERCEDES-BENZ C     200 d                                   ;3.635E+11;V;99;D;2055
ME;CCL210004A7DZ7E;MERCEDES-BENZ C     200 d A Business AMG                    ;3.88E+11;V;117;D;2145
ME;CCL160204A7DZ7E;MERCEDES-BENZ C     200 d A Premium Business                ;3.74E+11;V;109;D;2075
ME;CCL210104A7DZ7E;MERCEDES-BENZ C     200 d A Premium Pro                     ;3.8E+11;V;109;D;2145
FO;FIW15SPN3M5DV5D;FORD FIESTA VAN     1,5 TDCi 95hv SportVan                  ;1.589E+11;U;94;D;1565
FO;MOD20TI15A6BH4K;FORD MONDEO         2,0 EcoBoost 203hv A6 Titanium 5D       ;3.096E+11;V;169;B;2230
FO;MOD20TI15A6BW4K;FORD MONDEO         2,0 EcoBoost 203hv A6 Titanium Wagon    ;3.146E+11;V;174;B;2320
FO;MOD2001T5A6BH4K;FORD MONDEO         2,0 EcoBoost 240hv A6 Titanium 5D       ;3.436E+11;V;169;B;2230
FO;MOD20TI25A6BH4K;FORD MONDEO         2,0 EcoBoost 240hv A6 Titan Busin 5D    ;3.5E+11;V;169;B;2230
FO;MOD20TI25A6BW4K;FORD MONDEO         2,0 EcoBoost 240hv A6 Titan Busin Wagon ;3.548E+11;V;174;B;2320
JA;XE5200204A0BZ7D;JAGUAR XE           20t Pure Aut                            ;3.52E+11;V;144;B;2150
JA;XE5200304A0BZ7D;JAGUAR XE           20t Pure Business Aut                   ;3.545E+11;V;144;B;2150
JA;XE5200404A0BZ7D;JAGUAR XE           20t R-Sport Aut                         ;3.895E+11;V;144;B;2150
JA;XE5200504A0BZ7D;JAGUAR XE           20t R-Sport BusinessAut                 ;3.875E+11;V;144;B;2150
JA;XE52002P4A0BZ7D;JAGUAR XE           25t Portfolio Aut                       ;4.51E+11;V;144;B;2150
JA;XE5200904A0BZ7D;JAGUAR XE           25t Prestige Aut                        ;4.195E+11;V;144;B;2150
VW;CAV2005T4M5DM7E;VOLKSWAGEN CARAVELLETrendline pitk� 2,0TDI 84kW             ;3.985E+11;V;161;D;3080
VW;MUL20COE5M6DM7E;VOLKSWAGEN MULTIVAN Comfortline 2,0TDI 110kW                ;5.355E+11;V;164;D;3080
VW;MUL2001C5M6DM7E;VOLKSWAGEN MULTIVAN Comfortline 2,0TDI 110kW 4Motion        ;5.637E+11;V;176;D;3080
VW;MUL20COE5A7DM7E;VOLKSWAGEN MULTIVAN Comfortline 2,0TDI 110kW 4Motion DSG    ;5.898E+11;V;167;D;3080
VW;MUL2001C5A7DM7E;VOLKSWAGEN MULTIVAN Comfortline 2,0TDI 110kW DSG            ;5.615E+11;V;158;D;3080
VW;TRA200104M5DV7E;VOLKSWAGEN TRANSPORTDopp 3h-takai pit 2,0TDI 75kW EU6 3200kg;3.535E+11;V;169;D;3200
VW;TRA200804M0DV7E;VOLKSWAGEN TRANSPORTDopp 3h-takai pit 2,0TDI 84kW EU6 3200kg;3.6E+11;V;178;D;3200
VW;TRA200904M0DV7E;VOLKSWAGEN TRANSPORTDopp 3h-takai pit 2,0TDI 84kW EU6       ;3.509E+11;V;176;D;3000
VW;TRA200704A0DV7E;VOLKSWAGEN TRANSPORTDopp ilm 3h-ta ist pit 2,0TDI 110kW 4MOT;4.284E+11;U;178;D;3000
VW;TRA200A04M0DV7E;VOLKSWAGEN TRANSPORTDopp ilm 3h-ta ist pit 2,0TDI 110kW 4MOT;4.033E+11;U;186;D;3000
VW;TRA200C04M0DV7E;VOLKSWAGEN TRANSPORTDopp ilm 3h-ta ist pit 2,0TDI 110kW DSG ;3.953E+11;U;170;D;3000
VW;TRA200N04A0DV7E;VOLKSWAGEN TRANSPORTumpipa Pitk� 2,0TDI 150kW 4MOT DSG 3200k;4.631E+11;U;177;D;3200
VW;TRA200O04A0DV7E;VOLKSWAGEN TRANSPORTumpipa Pitk� 2,0TDI 150kW DSG           ;4.226E+11;U;166;D;3000
VW;TRA200P04A0DV7E;VOLKSWAGEN TRANSPORTumpipa Pitk� 2,0TDI 150kW DSG 3200kg    ;4.335E+11;U;168;D;3200
VW;TRA201004M0DV7E;VOLKSWAGEN TRANSPORTumpipa Pitk� 2,0TDI 62kW                ;3.199E+11;U;159;D;3000
ME;CCL160105M6DW7E;MERCEDES-BENZ C     200 d T                                 ;3.735E+11;V;109;D;2120
ME;CCL210005A7DW7E;MERCEDES-BENZ C     200 d T A Business AMG                  ;3.98E+11;V;120;D;2190
ME;CCL210105A7DW7E;MERCEDES-BENZ C     200 d T A Premium Business              ;3.84E+11;V;114;D;2190
ME;CCL210205A7DW7E;MERCEDES-BENZ C     200 d T A Premium Pro                   ;3.9E+11;V;114;D;2190
FO;MOD2001T5A6BW4K;FORD MONDEO         2,0 EcoBoost 240hv A6 Titanium Wagon    ;3.486E+11;V;174;B;2320
FO;MOD20TI15M6DH4K;FORD MONDEO         2,0 TDCi 150hv M6 Titanium 5D           ;2.876E+11;V;115;D;2260
FO;MOD20TI25M6DH4K;FORD MONDEO         2,0 TDCi 150hv M6 Titan Busin 5D        ;2.968E+11;V;115;D;2260
FO;MOD20TI25M6DW4K;FORD MONDEO         2,0 TDCi 150hv M6 Titan Busin Wagon     ;3.016E+11;V;117;D;2330
FO;MOD20TI15M6DW4K;FORD MONDEO         2,0 TDCi 150hv M6 Titanium Wagon        ;2.926E+11;V;117;D;2330
FO;MOD20TR15M6DH4K;FORD MONDEO         2,0 TDCi 150hv M6 Trend 5D              ;2.666E+11;V;115;D;2260
FO;MOD20TR15M6DW4K;FORD MONDEO         2,0 TDCi 150hv M6 Trend Wagon           ;2.716E+11;V;117;D;2330
JA;XE5200A04A0BZ7D;JAGUAR XE           25t Prestige Business Aut               ;4.16E+11;V;144;B;2150
JA;XE5200B04A0BZ7D;JAGUAR XE           25t Pure Aut                            ;3.975E+11;V;144;B;2150
JA;XE5200C04A0BZ7D;JAGUAR XE           25t Pure Business Aut                   ;3.98E+11;V;144;B;2150
JA;XE5200D04A0BZ7D;JAGUAR XE           25t R-Sport Aut                         ;4.355E+11;V;144;B;2150
JA;XE5200E04A0BZ7D;JAGUAR XE           25t R-Sport BusinessAut                 ;4.31E+11;V;144;B;2150
JA;XE5200D04A8DZ7D;JAGUAR XE           E-Performance Prestige Business Aut     ;3.875E+11;V;106;D;2110
VW;MUL2002C5M6DM7E;VOLKSWAGEN MULTIVAN Comfortline 2,0TDI 150kW                ;5.67E+11;V;171;D;3080
VW;MUL2003C5M6DM7E;VOLKSWAGEN MULTIVAN Comfortline 2,0TDI 150kW 4Motion        ;6.01E+11;V;176;D;3080
VW;MUL2002C5A7DM7E;VOLKSWAGEN MULTIVAN Comfortline 2,0TDI 150kW 4Motion DSG    ;6.271E+11;V;173;D;3080
VW;MUL2003C5A7DM7E;VOLKSWAGEN MULTIVAN Comfortline 2,0TDI 150kW DSG            ;5.93E+11;V;164;D;3080
VW;MUL2004C5M6DM7E;VOLKSWAGEN MULTIVAN Comfortline pitk� 2,0TDI 110kW          ;5.676E+11;V;167;D;3080
VW;TRA200E04M0DV7E;VOLKSWAGEN TRANSPORTDopp ilm 3h-ta ist pit 2,0TDI 110kW EU6 ;3.702E+11;U;178;D;3000
VW;TRA200F04M0DV7E;VOLKSWAGEN TRANSPORTDopp ilm 3h-ta ist pit 2,0TDI 110kW EU6 ;3.793E+11;U;178;D;3200
VW;TRA200904A0DV7E;VOLKSWAGEN TRANSPORTDopp ilm 3h-ta ist pit 2,0TDI 150kW 4MOT;4.627E+11;U;186;D;3000
VW;TRA200G04M0DV7E;VOLKSWAGEN TRANSPORTDopp ilm 3h-ta ist pit 2,0TDI 150kW 4MOT;4.376E+11;U;193;D;3000
VW;TRA200A04A0DV7E;VOLKSWAGEN TRANSPORTDopp ilm 3h-ta ist pit 2,0TDI 150kW DSG ;4.331E+11;U;178;D;3000
VW;TRA200I04M0DV7E;VOLKSWAGEN TRANSPORTDopp ilm 3h-ta ist pit 2,0TDI 150kW EU6 ;4.079E+11;U;188;D;3000
VW;TRA201104M0DV7E;VOLKSWAGEN TRANSPORTumpipa Pitk� 2,0TDI 75kW                ;3.307E+11;U;159;D;3000
VW;TRA200604M5DV7E;VOLKSWAGEN TRANSPORTumpipa pitk� 2,0TDI 75kW 3200kg         ;3.398E+11;U;161;D;3200
VW;TRA200804M5DV7E;VOLKSWAGEN TRANSPORTumpipa Pitk� 2,0TDI 84kW                ;3.362E+11;U;162;D;3000
VW;TRA200904M5DV7E;VOLKSWAGEN TRANSPORTumpipa pitk� 2,0TDI 84kW 3200kg         ;3.453E+11;U;164;D;3200
ME;CCL200005M6BW7E;MERCEDES-BENZ C     200 T                                   ;3.64E+11;V;128;B;2070
ME;CCL200105A7BW7E;MERCEDES-BENZ C     200 T 4Matic A Business AMG             ;3.97E+11;V;159;B;2180
ME;CCL200205A7BW7E;MERCEDES-BENZ C     200 T A Business AMG                    ;3.995E+11;V;138;B;2080
ME;CCL200305A7BW7E;MERCEDES-BENZ C     200 T A Premium Business                ;3.855E+11;V;129;B;2080
FO;MOD20TR15A6DH4K;FORD MONDEO         2,0 TDCi 150hv PowerShift Trend 5D      ;2.776E+11;V;125;D;2270
FO;MOD20TR15A6DW4K;FORD MONDEO         2,0 TDCi 150hv PowerShift Trend Wagon   ;2.826E+11;V;128;D;2330
FO;MOD16TI25M6DW4K;FORD MONDEO         1,6 TDCi 115hv M6 Titan Busin Wagon     ;2.759E+11;V;114;D;2270
FO;MOD16TI25M6DH4K;FORD MONDEO         1,6 TDCi 115hv M6 Titan Busin 5D        ;2.712E+11;V;109;D;2180
JA;XE5200I04A8DZ7D;JAGUAR XE           E-Performance R-Sport Business Aut      ;3.96E+11;V;106;D;2110
JA;XE5300004A0BZ7D;JAGUAR XE           S Aut                                   ;5.51E+11;V;194;B;2230
FO;TRA200MT5M6DV7E;FORD TRANSIT        Van 470 2,0TDCi 170hv M6 Tve Tre L4H3 4,;4.159E+11;U;212;D;4700
AU;A30150005M0BH7E;AUDI A3             Sportback 1,5TFSI COD 110kW             ;2.581E+11;V;114;B;0
VW;MUL20COE4M6DM7E;VOLKSWAGEN MULTIVAN Comfortline pitk� 2,0TDI 110kW 4Motion  ;5.975E+11;V;176;D;3080
VW;MUL20COE4A7DM7E;VOLKSWAGEN MULTIVAN Comfortline pitk� 2,0TDI 110kW 4Mot DSG ;6.236E+11;V;170;D;3080
VW;MUL2004C5A7DM7E;VOLKSWAGEN MULTIVAN Comfortline pitk� 2,0TDI 110kW DSG      ;5.936E+11;V;161;D;3080
VW;MUL2005C5M6DM7E;VOLKSWAGEN MULTIVAN Comfortline pitk� 2,0TDI 150kW          ;6.034E+11;V;175;D;3080
VW;MUL2001C4M6DM7E;VOLKSWAGEN MULTIVAN Comfortline pitk� 2,0TDI 150kW 4Motion  ;6.334E+11;V;180;D;3080
VW;TRA200K04M0DV7E;VOLKSWAGEN TRANSPORTDopp ilm 3h-ta ist pit 2,0TDI 75kW EU6  ;3.444E+11;U;169;D;3000
VW;TRA200L04M0DV7E;VOLKSWAGEN TRANSPORTDopp ilm 3h-ta ist pit 2,0TDI 75kW EU6 3;3.535E+11;U;169;D;3200
VW;TRA200M04M0DV7E;VOLKSWAGEN TRANSPORTDopp ilm 3h-ta ist pit 2,0TDI 84kW EU6  ;3.509E+11;U;176;D;3000
VW;TRA20KOI4M6DM7E;VOLKSWAGEN TRANSPORTKombi 2,0TDI 110kW                      ;3.885E+11;V;161;D;3000
VW;TRA2002K4M6DM7E;VOLKSWAGEN TRANSPORTKombi 2,0TDI 110kW 4MOT                 ;4.191E+11;V;170;D;3000
VW;TRA200004M0BV7E;VOLKSWAGEN TRANSPORTumpipa Pitk� 2,0TSI bens. 110kW         ;3.765E+11;U;210;B;3000
KI;CAR16EEX5M6BM7E;KIA CARENS          1,6 ISG EX EcoDynamics 7P               ;2.1893E+11;V;143;B;2140
ME;CCL160004M6BZ7E;MERCEDES-BENZ C     160                                     ;3.205E+11;V;120;B;1960
ME;CCL160004A9BZ7E;MERCEDES-BENZ C     160 A Business AMG                      ;3.52E+11;V;136;B;1990
ME;CCL210204A7DZ7E;MERCEDES-BENZ C     220 d 4Matic A Business AMG             ;4.345E+11;V;127;D;2200
ME;CCL210304A7DZ7E;MERCEDES-BENZ C     220 d 4Matic A Premium Business         ;4.205E+11;V;122;D;2200
ME;CCL210305A7DW7E;MERCEDES-BENZ C     220 d 4Matic T A Premium Business       ;4.305E+11;V;124;D;2270
ME;CCL210404A7DZ7E;MERCEDES-BENZ C     220 d A Business AMG                    ;4.285E+11;V;117;D;2135
CI;C4P16EAI5A6DM5E;CITRO�N C4 PICASSO  BlueHDi 120 Exclusive Automaatti        ;3.11E+11;V;100;D;1975
CI;C4P160005A6DM5E;CITRO�N C4 PICASSO  BlueHDi 120 Intensive Automaatti        ;2.86E+11;V;100;D;1975
AU;A30150005A0BH7E;AUDI A3             Sportback 1,5TFSI COD 110kW Stronic     ;2.72E+11;V;110;B;0
AU;A30200005A0DH7E;AUDI A3             Sportback 2,0TDI 110kW Stronic          ;2.819E+11;V;112;D;1900
AU;A30150004M0BZ7E;AUDI A3             Sedan 1,5TFSI COD 110kW                 ;2.579E+11;V;113;B;0
AU;A30150004A0BZ7E;AUDI A3             Sedan 1,5TFSI COD 110kW Stronic         ;2.718E+11;V;109;B;0
ME;ECL200002A9DC7E;MERCEDES-BENZ E     220 d 4Matic A Coup�                    ;5.03E+11;V;129;D;2370
VW;MUL2001C4A7DM7E;VOLKSWAGEN MULTIVAN Comfortline pitk� 2,0TDI 150kW 4Mot DSG ;6.595E+11;V;173;D;3080
VW;MUL2005C5A7DM7E;VOLKSWAGEN MULTIVAN Comfortline pitk� 2,0TDI 150kW DSG      ;6.295E+11;V;164;D;3080
VW;MUL20HIE5M6DM7E;VOLKSWAGEN MULTIVAN Highline 2,0TDI 110kW                   ;5.803E+11;V;164;D;3080
VW;MUL2001H5M6DM7E;VOLKSWAGEN MULTIVAN Highline 2,0TDI 110kW 4Motion           ;6.145E+11;V;176;D;3080
VW;MUL20HIE5A7DM7E;VOLKSWAGEN MULTIVAN Highline 2,0TDI 110kW 4Motion DSG       ;6.405E+11;V;167;D;3080
VW;TRA20KOI4A7DM7E;VOLKSWAGEN TRANSPORTKombi 2,0TDI 110kW 4MOT DSG             ;4.442E+11;V;164;D;3000
VW;TRA2002K4A7DM7E;VOLKSWAGEN TRANSPORTKombi 2,0TDI 110kW DSG                  ;4.136E+11;V;155;D;3000
VW;TRA2004K4M6DM7E;VOLKSWAGEN TRANSPORTKombi 2,0TDI 150kW                      ;4.265E+11;V;168;D;3000
VW;TRA2006K4M6DM7E;VOLKSWAGEN TRANSPORTKombi 2,0TDI 150kW 4MOT                 ;4.572E+11;V;173;D;3000
VW;TRA2004K4A7DM7E;VOLKSWAGEN TRANSPORTKombi 2,0TDI 150kW 4MOT DSG             ;4.823E+11;V;170;D;3080
ME;CCL160104A9BZ7E;MERCEDES-BENZ C     160 A Premium Business                  ;3.38E+11;V;132;B;1990
ME;CCL160005M6BW7E;MERCEDES-BENZ C     160 T                                   ;3.305E+11;V;125;B;2045
ME;CCL160005A9BW7E;MERCEDES-BENZ C     160 T A Business AMG                    ;3.62E+11;V;139;B;2075
ME;CCL160105A9BW7E;MERCEDES-BENZ C     160 T A Premium Business                ;3.48E+11;V;135;B;2075
ME;CCL210504A7DZ7E;MERCEDES-BENZ C     220 d A Premium Business                ;4.145E+11;V;112;D;2135
ME;CCL210002A9DE7E;MERCEDES-BENZ C     220 d Cabriolet 4Matic A                ;5.53E+11;V;130;D;2285
ME;CCL210102A9DE7E;MERCEDES-BENZ C     220 d Cabriolet A                       ;5.33E+11;V;121;D;2225
ME;CCL210002A9DC7E;MERCEDES-BENZ C     220 d Coup� 4Matic A                    ;4.66E+11;V;122;D;2150
ME;CCL210102A9DC7E;MERCEDES-BENZ C     220 d Coup� 4Matic ABusiness AMG        ;4.92E+11;V;127;D;2150
CI;C4G16EAI5A6DM5E;CITRO�N GRAND C4 PICBlueHDi 120 Exclusive Automaatti        ;3.23E+11;V;103;D;2205
CI;C4G160005A6DM5E;CITRO�N GRAND C4 PICBlueHDi 120 Intensive Automaatti        ;2.98E+11;V;103;D;2205
ME;ECL200102A9DC7E;MERCEDES-BENZ E     220 d 4Matic A Coup�Business AMG        ;5.26E+11;V;137;D;2370
DI;DOK150005M5DV7E;DACIA DOKKER VAN    dCi 90 S&S Navi Edition 3,3m3           ;1.5583E+11;U;108;D;1956
VW;CAV20COE4M6DM7E;VOLKSWAGEN CARAVELLEComfortline 2,0TDI 110kW                ;4.127E+11;V;161;D;3000
VW;CAV2001C4M6DM7E;VOLKSWAGEN CARAVELLEComfortline 2,0TDI 110kW 4Motion        ;4.479E+11;V;170;D;3080
VW;MUL2001H5A7DM7E;VOLKSWAGEN MULTIVAN Highline 2,0TDI 110kW DSG               ;6.064E+11;V;158;D;3080
VW;MUL2002H5M6DM7E;VOLKSWAGEN MULTIVAN Highline 2,0TDI 150kW                   ;6.219E+11;V;171;D;3080
VW;MUL2003H5M6DM7E;VOLKSWAGEN MULTIVAN Highline 2,0TDI 150kW 4Motion           ;6.56E+11;V;176;D;3080
VW;MUL2002H5A7DM7E;VOLKSWAGEN MULTIVAN Highline 2,0TDI 150kW 4Motion DSG       ;6.82E+11;V;173;D;3080
VW;MUL2003H5A7DM7E;VOLKSWAGEN MULTIVAN Highline 2,0TDI 150kW DSG               ;6.479E+11;V;164;D;3080
VW;TRA2006K4A7DM7E;VOLKSWAGEN TRANSPORTKombi 2,0TDI 150kW DSG                  ;4.516E+11;V;159;D;3000
VW;TRA20KOI4M5DM7E;VOLKSWAGEN TRANSPORTKombi 2,0TDI 62kW                       ;3.477E+11;V;155;D;3000
VW;TRA2002K4M5DM7E;VOLKSWAGEN TRANSPORTKombi 2,0TDI 75kW                       ;3.619E+11;V;155;D;3080
VW;TRA20KOI4M0DM7E;VOLKSWAGEN TRANSPORTKombi 2,0TDI 84kW                       ;3.685E+11;V;158;D;0
VW;TRA2008K4M6DM7E;VOLKSWAGEN TRANSPORTKombi pitk� 2,0TDI 110kW                ;4E+11;V;161;D;3000
ME;CCL160104M6BZ7E;MERCEDES-BENZ C     180                                     ;3.39E+11;V;116;B;1960
ME;CCL160004A7BZ7E;MERCEDES-BENZ C     180 A Business AMG                      ;3.645E+11;V;136;B;1990
ME;CCL160104A7BZ7E;MERCEDES-BENZ C     180 A Premium Business                  ;3.505E+11;V;132;B;1990
ME;CCL160002A9BE7E;MERCEDES-BENZ C     180 Cabriolet A                         ;4.67E+11;V;140;B;2095
ME;CCL160002A7BC7E;MERCEDES-BENZ C     180 Coup� A                             ;3.98E+11;V;132;B;1985
ME;CCL210202A9DC7E;MERCEDES-BENZ C     220 d Coup� A                           ;4.46E+11;V;112;D;2095
ME;CCL210302A9DC7E;MERCEDES-BENZ C     220 d Coup� A Business AMG              ;4.72E+11;V;117;D;2095
ME;CCL210405A7DW7E;MERCEDES-BENZ C     220 d T 4Matic A Business AMG           ;4.445E+11;V;129;D;2270
ME;CCL210505A7DW7E;MERCEDES-BENZ C     220 d T A Business AMG                  ;4.385E+11;V;120;D;2190
ME;CCL210605A7DW7E;MERCEDES-BENZ C     220 d T A Premium Business              ;4.245E+11;V;114;D;2190
VW;CAV20COE4A7DM7E;VOLKSWAGEN CARAVELLEComfortline 2,0TDI 110kW 4Motion DSG    ;4.73E+11;V;164;D;3080
VW;CAV2001C4A7DM7E;VOLKSWAGEN CARAVELLEComfortline 2,0TDI 110kW DSG            ;4.379E+11;V;158;D;3080
VW;CAV2002C4M6DM7E;VOLKSWAGEN CARAVELLEComfortline 2,0TDI 150kW                ;4.506E+11;V;171;D;3080
VW;CAV2003C4M6DM7E;VOLKSWAGEN CARAVELLEComfortline 2,0TDI 150kW 4Motion        ;4.857E+11;V;173;D;3080
VW;CAV2002C4A7DM7E;VOLKSWAGEN CARAVELLEComfortline 2,0TDI 150kW 4Motion DSG    ;5.109E+11;V;167;D;3080
VW;TRA200002A0DV7E;VOLKSWAGEN TRANSPORTalusta 2,0TDI 110kW 4MOT DSG EU6        ;3.981E+11;U;178;D;3000
VW;TRA200102A0DV7E;VOLKSWAGEN TRANSPORTalusta 2,0TDI 110kW 4MOT DSG EU6 3200kg ;4.072E+11;U;178;D;3200
VW;TRA200002M0DV7E;VOLKSWAGEN TRANSPORTalusta 2,0TDI 110kW 4MOT EU6            ;3.729E+11;U;186;D;3000
VW;TRA200102M0DV7E;VOLKSWAGEN TRANSPORTalusta 2,0TDI 110kW 4MOT EU6 3200kg     ;3.82E+11;U;186;D;3200
VW;TRA200202A0DV7E;VOLKSWAGEN TRANSPORTalusta 2,0TDI 110kW DSG EU6             ;3.65E+11;U;170;D;3000
VW;TRA2009K4M6DM7E;VOLKSWAGEN TRANSPORTKombi pitk� 2,0TDI 110kW 2-0-0          ;3.756E+11;V;161;D;3000
VW;TRA200AK4M6DM7E;VOLKSWAGEN TRANSPORTKombi pitk� 2,0TDI 110kW 4MOT           ;4.265E+11;V;170;D;3200
VW;TRA2008K4A7DM7E;VOLKSWAGEN TRANSPORTKombi pitk� 2,0TDI 110kW 4MOT DSG       ;4.516E+11;V;164;D;3200
VW;TRA2009K4A7DM7E;VOLKSWAGEN TRANSPORTKombi pitk� 2,0TDI 110kW 4MOT DSG 2-0-0 ;4.272E+11;V;164;D;3200
VW;TRA200AK4A7DM7E;VOLKSWAGEN TRANSPORTKombi pitk� 2,0TDI 110kW DSG            ;4.251E+11;V;155;D;3000
ME;CCL160102A7BC7E;MERCEDES-BENZ C     180 Coup� A BusinessAMG                 ;4.24E+11;V;136;B;1985
ME;CCL160004M6DZ7E;MERCEDES-BENZ C     180 d                                   ;3.505E+11;V;99;D;2055
ME;CCL160004A7DZ7E;MERCEDES-BENZ C     180 d A Business AMG                    ;3.73E+11;V;116;D;2075
ME;CCL160104A7DZ7E;MERCEDES-BENZ C     180 d A Premium Business                ;3.59E+11;V;111;D;2075
ME;CCL200404A7BZ7E;MERCEDES-BENZ C     250 A Business AMG                      ;4.24E+11;V;133;B;2045
ME;CCL200504A7BZ7E;MERCEDES-BENZ C     250 A Premium Business                  ;4.1E+11;V;128;B;2045
ME;CCL200202A9BE7E;MERCEDES-BENZ C     250 Cabriolet A                         ;5.115E+11;V;140;B;2145
ME;CCL200202A7BC7E;MERCEDES-BENZ C     250 Coup� A                             ;4.395E+11;V;130;B;2020
ME;CCL200302A7BC7E;MERCEDES-BENZ C     250 Coup� A BusinessAMG                 ;4.655E+11;V;135;B;2020
FO;FOC100005A6BH5F;FORD FOCUS          1,0 EcoBo 125hv SS A6 Busin 5ov         ;1.97E+11;V;125;B;0
FO;FOC100005A6BW5F;FORD FOCUS          1,0 EcoBo 125hv SS A6 Busin Wagon       ;2.046E+11;V;125;B;0
FO;FOC10TI14A6BZ5F;FORD FOCUS          1,0 EcoBo 125hv SS A6 Titan 4-ovinen    ;2.125E+11;V;125;B;0
FO;FOC10TI15A6BH5F;FORD FOCUS          1,0 EcoBo 125hv SS A6 Titan 5ov         ;2.095E+11;V;125;B;0
FO;FOC10TI25A6BH5F;FORD FOCUS          1,0 EcoBo 125hv SS A6 Titan Busin 5ov   ;2.209E+11;V;125;B;0
